Question Title,Question Slug,Question ID,Question Text,Topic Tagged text,Topic Tagged ID,Difficulty Level,Success Rate,total submission,total accepted,company tag,Likes,Dislikes,Hints,Similar Questions ID,Similar Questions Text
Android Unlock Patterns,android-unlock-patterns,351,,"Dynamic Programming,Backtracking","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0",Medium,50.9,124639,63485,,92,88,,,
Data Stream as Disjoint Intervals,data-stream-as-disjoint-intervals,352,"Given a data stream input of non-negative integers a1, a2, ..., an, summarize the numbers seen so far as a list of disjoint intervals. Implement the SummaryRanges class: ","Binary Search,Design,Ordered Set","VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDcw",Hard,50.6,100079,50635,,625,158,,"228,436,715","Summary Ranges,Find Right Interval,Range Module"
Design Snake Game,design-snake-game,353,,"Array,Design,Queue,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDUz",Medium,38.1,155255,59171,,703,255,,,
Russian Doll Envelopes,russian-doll-envelopes,354,"You are given a 2D array of integers envelopes where envelopes[i] = [wi, hi] represents the width and the height of an envelope. One envelope can fit into another if and only if both the width and height of one envelope are greater than the other envelope's width and height. Return the maximum number of envelopes you can Russian doll (i.e., put one inside the other). Note: You cannot rotate an envelope. ","Array,Binary Search,Dynamic Programming,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDQ5",Hard,39.0,345525,134740,,2981,72,,"300,2123","Longest Increasing Subsequence,The Number of Weak Characters in the Game"
Design Twitter,design-twitter,355,"Design a simplified version of Twitter where users can post tweets, follow/unfollow another user, and is able to see the 10 most recent tweets in the user's news feed. Implement the Twitter class: ","Hash Table,Linked List,Design,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDUw",Medium,34.4,244506,84026,,1964,273,,1640,Design a File Sharing System
Line Reflection,line-reflection,356,,"Array,Hash Table,Math","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=",Medium,34.3,92431,31728,,225,479,"Find the smallest and largest x-value for all points. If there is a line then it should be at y = (minX + maxX) / 2. For each point, make sure that it has a reflected point in the opposite side.","149,447","Max Points on a Line,Number of Boomerangs"
Count Numbers with Unique Digits,count-numbers-with-unique-digits,357,"Given an integer n, return the count of all numbers with unique digits, x, where 0 <= x < 10n. ","Math,Dynamic Programming,Backtracking","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE0",Medium,50.6,200530,101429,,870,1223,"A direct way is to use the backtracking approach. Backtracking should contains three states which are (the current number, number of steps to get that number and a bitmask which represent which number is marked as visited so far in the current number). Start with state (0,0,0) and count all valid number till we reach number of steps equals to 10n. This problem can also be solved using a dynamic programming approach and some knowledge of combinatorics. Let f(k) = count of numbers with unique digits with length equals k. f(1) = 10, ..., f(k) = 9 * 9 * 8 * ... (9 - k + 2) [The first factor is 9 because a number cannot start with 0].",,
Rearrange String k Distance Apart,rearrange-string-k-distance-apart,358,,"Hash Table,String,Greedy,Sorting,Heap (Priority Queue),Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDYy",Hard,37.0,139155,51469,,737,33,,"621,778,2300","Task Scheduler,Reorganize String,Construct String With Repeat Limit"
Logger Rate Limiter,logger-rate-limiter,359,,"Hash Table,Design","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjI1",Easy,74.9,292455,218984,,1209,160,,362,Design Hit Counter
Sort Transformed Array,sort-transformed-array,360,,"Array,Math,Two Pointers,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,53.4,99547,53117,,550,158,"x^2 + x  will form a parabola. Parameter A in:  A * x^2 + B * x + C dictates the shape of the parabola.
Positive A means the parabola remains concave (high-low-high), but negative A inverts the parabola to be convex (low-high-low).",1019,Squares of a Sorted Array
Bomb Enemy,bomb-enemy,361,,"Array,Dynamic Programming,Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz",Medium,50.0,129539,64739,,769,93,,"2192,2200","Minimum Cost Homecoming of a Robot in a Grid,Stamping the Grid"
Design Hit Counter,design-hit-counter,362,,"Array,Hash Table,Binary Search,Design,Queue","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjM0",Medium,67.3,237572,159884,,1482,128,,359,Logger Rate Limiter
Max Sum of Rectangle No Larger Than K,max-sum-of-rectangle-no-larger-than-k,363,"Given an m x n matrix matrix and an integer k, return the max sum of a rectangle in the matrix such that its sum is no larger than k. It is guaranteed that there will be a rectangle with a sum no larger than k. ","Array,Binary Search,Dynamic Programming,Matrix,Ordered Set","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDUz,VG9waWNUYWdOb2RlOjYxMDcw",Hard,40.1,195205,78325,,1887,107,,,
Nested List Weight Sum II,nested-list-weight-sum-ii,364,,"Stack,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy",Medium,68.3,164928,112591,,960,289,,"339,565","Nested List Weight Sum,Array Nesting"
Water and Jug Problem,water-and-jug-problem,365,"You are given two jugs with capacities jug1Capacity and jug2Capacity liters. There is an infinite amount of water supply available. Determine whether it is possible to measure exactly targetCapacity liters using these two jugs. If targetCapacity liters of water are measurable, you must have targetCapacity liters of water contained within one or both buckets by the end. Operations allowed: ","Math,Depth-First Search,Breadth-First Search","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy",Medium,34.4,179289,61740,,761,1117,,,
Find Leaves of Binary Tree,find-leaves-of-binary-tree,366,,"Tree,Depth-First Search,Binary Tree","VG9waWNUYWdOb2RlOjIw,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjYxMDU3",Medium,78.4,214014,167719,,2318,42,,,
Valid Perfect Square,valid-perfect-square,367,"Given a positive integer num, write a function which returns True if num is a perfect square else False. Follow up: Do not use any built-in library function such as sqrt. ","Math,Binary Search","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx",Easy,43.0,821205,352896,,2164,229,,"69,633","Sqrt(x),Sum of Square Numbers"
Largest Divisible Subset,largest-divisible-subset,368,"Given a set of distinct positive integers nums, return the largest subset answer such that every pair (answer[i], answer[j]) of elements in this subset satisfies: If there are multiple solutions, return any of them. ","Array,Math,Dynamic Programming,Sorting","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDQ5",Medium,40.5,368307,149204,,3136,143,,,
Plus One Linked List,plus-one-linked-list,369,,"Linked List,Math","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjg=",Medium,60.5,110927,67078,,768,40,,66,Plus One
Range Addition,range-addition,370,,"Array,Prefix Sum","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDY4",Medium,69.4,96669,67079,,1258,61,"Thinking of using advanced data structures? You are thinking it too complicated. For each update operation, do you really need to update all elements between i and j? Update only the first and end element is sufficient. The optimal time complexity is O(k + n) and uses O(1) extra space.","598,2385","Range Addition II,Count Positions on Street With Required Brightness"
Sum of Two Integers,sum-of-two-integers,371,"Given two integers a and b, return the sum of the two integers without using the operators + and -. ","Math,Bit Manipulation","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjE5",Medium,50.6,575879,291580,,2464,3695,,2,Add Two Numbers
Super Pow,super-pow,372,Your task is to calculate ab mod 1337 where a is a positive integer and b is an extremely large positive integer given in the form of an array. ,"Math,Divide and Conquer","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEy",Medium,37.6,129129,48553,,464,1081,,50,"Pow(x, n)"
Find K Pairs with Smallest Sums,find-k-pairs-with-smallest-sums,373,"You are given two integer arrays nums1 and nums2 sorted in ascending order and an integer k. Define a pair (u, v) which consists of one element from the first array and one element from the second array. Return the k pairs (u1, v1), (u2, v2), ..., (uk, vk) with the smallest sums. ","Array,Heap (Priority Queue)","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjYxMDUw",Medium,38.8,430871,167230,,2979,185,,"378,719,2150","Kth Smallest Element in a Sorted Matrix,Find K-th Smallest Pair Distance,Kth Smallest Product of Two Sorted Arrays"
Guess Number Higher or Lower,guess-number-higher-or-lower,374,"We are playing the Guess Game. The game is as follows: I pick a number from 1 to n. You have to guess which number I picked. Every time you guess wrong, I will tell you whether the number I picked is higher or lower than your guess. You call a pre-defined API int guess(int num), which returns three possible results: Return the number that I picked. ","Binary Search,Interactive","VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDU5",Easy,49.0,620657,303829,,842,139,,"278,375,658","First Bad Version,Guess Number Higher or Lower II,Find K Closest Elements"
Guess Number Higher or Lower II,guess-number-higher-or-lower-ii,375,"We are playing the Guessing Game. The game will work as follows: Given a particular n, return the minimum amount of money you need to guarantee a win regardless of what number I pick. ","Math,Dynamic Programming,Game Theory","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjYxMDcz",Medium,45.3,203280,92178,,1430,1768,"The best strategy to play the game is to minimize the maximum loss you could possibly face. Another strategy is to minimize the expected loss. Here, we are interested in the first scenario. Take a small example (n = 3). What do you end up paying in the worst case? Check out this article if you're still stuck. The purely recursive implementation of minimax would be worthless for even a small n. You MUST use dynamic programming. As a follow-up, how would you modify your code to solve the problem of minimizing the expected loss, instead of the worst-case loss?","294,374,464,658","Flip Game II,Guess Number Higher or Lower,Can I Win,Find K Closest Elements"
Wiggle Subsequence,wiggle-subsequence,376,"A wiggle sequence is a sequence where the differences between successive numbers strictly alternate between positive and negative. The first difference (if one exists) may be either positive or negative. A sequence with one element and a sequence with two non-equal elements are trivially wiggle sequences. A subsequence is obtained by deleting some elements (possibly zero) from the original sequence, leaving the remaining elements in their original order. Given an integer array nums, return the length of the longest wiggle subsequence of nums. ","Array,Dynamic Programming,Greedy","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3",Medium,44.9,301689,135314,,2617,93,,2271,Rearrange Array Elements by Sign
Combination Sum IV,combination-sum-iv,377,"Given an array of distinct integers nums and a target integer target, return the number of possible combinations that add up to target. The test cases are generated so that the answer can fit in a 32-bit integer. ","Array,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEz",Medium,49.3,482241,237874,,3333,383,,39,Combination Sum
Kth Smallest Element in a Sorted Matrix,kth-smallest-element-in-a-sorted-matrix,378,"Given an n x n matrix where each of the rows and columns is sorted in ascending order, return the kth smallest element in the matrix. Note that it is the kth smallest element in the sorted order, not the kth distinct element. You must find a solution with a memory complexity better than O(n2). ","Array,Binary Search,Sorting,Heap (Priority Queue),Matrix","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjEx,VG9waWNUYWdOb2RlOjYxMDQ5,VG9waWNUYWdOb2RlOjYxMDUw,VG9waWNUYWdOb2RlOjYxMDUz",Medium,59.6,632411,376832,,5707,236,,"373,668,719,802","Find K Pairs with Smallest Sums,Kth Smallest Number in Multiplication Table,Find K-th Smallest Pair Distance,K-th Smallest Prime Fraction"
Design Phone Directory,design-phone-directory,379,,"Array,Hash Table,Linked List,Design,Queue","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjM0",Medium,50.3,108315,54444,,281,395,,1955,Seat Reservation Manager
Insert Delete GetRandom O(1),insert-delete-getrandom-o1,380,Implement the RandomizedSet class: You must implement the functions of the class such that each function works in average O(1) time complexity. ,"Array,Hash Table,Math,Design,Randomized","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDc1",Medium,51.3,913746,468732,,5304,284,,381,Insert Delete GetRandom O(1) - Duplicates allowed
Insert Delete GetRandom O(1) - Duplicates allowed,insert-delete-getrandom-o1-duplicates-allowed,381,"RandomizedCollection is a data structure that contains a collection of numbers, possibly duplicates (i.e., a multiset). It should support inserting and removing specific elements and also removing a random element. Implement the RandomizedCollection class: You must implement the functions of the class such that each function works on average O(1) time complexity. Note: The test cases are generated such that getRandom will only be called if there is at least one item in the RandomizedCollection. ","Array,Hash Table,Math,Design,Randomized","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjI1,VG9waWNUYWdOb2RlOjYxMDc1",Hard,35.4,300917,106653,,1592,114,,380,Insert Delete GetRandom O(1)
Linked List Random Node,linked-list-random-node,382,"Given a singly linked list, return a random node's value from the linked list. Each node must have the same probability of being chosen. Implement the Solution class: ","Linked List,Math,Reservoir Sampling,Randomized","VG9waWNUYWdOb2RlOjc=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM2,VG9waWNUYWdOb2RlOjYxMDc1",Medium,58.9,255660,150600,,1712,432,,398,Random Pick Index
Ransom Note,ransom-note,383,"Given two strings ransomNote and magazine, return true if ransomNote can be constructed from magazine and false otherwise. Each letter in magazine can only be used once in ransomNote. ","Hash Table,String,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjYxMDYy",Easy,55.8,659531,367856,,1646,297,,691,Stickers to Spell Word
Shuffle an Array,shuffle-an-array,384,"Given an integer array nums, design an algorithm to randomly shuffle the array. All permutations of the array should be equally likely as a result of the shuffling. Implement the Solution class: ","Array,Math,Randomized","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjYxMDc1",Medium,57.0,452217,257703,,747,642,The solution expects that we always use the original array to shuffle() else some of the test cases fail. (Credits; @snehasingh31),,
Mini Parser,mini-parser,385,"Given a string s represents the serialization of a nested list, implement a parser to deserialize it and return the deserialized NestedInteger. Each element is either an integer or a list whose elements may also be integers or other lists. ","String,Stack,Depth-First Search","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIx",Medium,35.8,133077,47667,,360,1129,,"341,439,722","Flatten Nested List Iterator,Ternary Expression Parser,Remove Comments"
Lexicographical Numbers,lexicographical-numbers,386,"Given an integer n, return all the numbers in the range [1, n] sorted in lexicographical order. You must write an algorithm that runs in O(n) time and uses O(1) extra space. ","Depth-First Search,Trie","VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjI3",Medium,58.7,140350,82427,,1197,113,,,
First Unique Character in a String,first-unique-character-in-a-string,387,"Given a string s, find the first non-repeating character in it and return its index. If it does not exist, return -1. ","Hash Table,String,Queue,Counting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjM0,VG9waWNUYWdOb2RlOjYxMDYy",Easy,57.0,1798969,1025564,,4844,193,,451,Sort Characters By Frequency
Longest Absolute File Path,longest-absolute-file-path,388,"Suppose we have a file system that stores both files and directories. An example of one system is represented in the following picture:  Here, we have dir as the only directory in the root. dir contains two subdirectories, subdir1 and subdir2. subdir1 contains a file file1.ext and subdirectory subsubdir1. subdir2 contains a subdirectory subsubdir2, which contains a file file2.ext. In text form, it looks like this (with ⟶ representing the tab character): If we were to write this representation in code, it will look like this: ""dir\n\tsubdir1\n\t\tfile1.ext\n\t\tsubsubdir1\n\tsubdir2\n\t\tsubsubdir2\n\t\t\tfile2.ext"". Note that the '\n' and '\t' are the new-line and tab characters. Every file and directory has a unique absolute path in the file system, which is the order of directories that must be opened to reach the file/directory itself, all concatenated by '/'s. Using the above example, the absolute path to file2.ext is ""dir/subdir2/subsubdir2/file2.ext"". Each directory name consists of letters, digits, and/or spaces. Each file name is of the form name.extension, where name and extension consist of letters, digits, and/or spaces. Given a string input representing the file system in the explained format, return the length of the longest absolute path to a file in the abstracted file system. If there is no file in the system, return 0. ","String,Stack,Depth-First Search","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjIx",Medium,45.8,278482,127581,,979,2122,,,
Find the Difference,find-the-difference,389,You are given two strings s and t. String t is generated by random shuffling string s and then add one more letter at a random position. Return the letter that was added to t. ,"Hash Table,String,Bit Manipulation,Sorting","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjYxMDQ5",Easy,60.5,635903,384938,,2700,381,,136,Single Number
Elimination Game,elimination-game,390,"You have a list arr of all integers in the range [1, n] sorted in a strictly increasing order. Apply the following algorithm on arr: Given the integer n, return the last number that remains in arr. ",Math,VG9waWNUYWdOb2RlOjg=,Medium,46.4,96444,44724,,750,497,,,
Perfect Rectangle,perfect-rectangle,391,"Given an array rectangles where rectangles[i] = [xi, yi, ai, bi] represents an axis-aligned rectangle. The bottom-left point of the rectangle is (xi, yi) and the top-right point of it is (ai, bi). Return true if all the rectangles together form an exact cover of a rectangular region. ","Array,Line Sweep","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjU2MTE5",Hard,32.1,106171,34050,,592,97,,,
Is Subsequence,is-subsequence,392,"Given two strings s and t, return true if s is a subsequence of t, or false otherwise. A subsequence of a string is a new string that is formed from the original string by deleting some (can be none) of the characters without disturbing the relative positions of the remaining characters. (i.e., ""ace"" is a subsequence of ""abcde"" while ""aec"" is not). ","Two Pointers,String,Dynamic Programming","VG9waWNUYWdOb2RlOjk=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEz",Easy,51.0,891195,454214,,4635,285,,"808,1051","Number of Matching Subsequences,Shortest Way to Form String"
UTF-8 Validation,utf-8-validation,393,"Given an integer array data representing the data, return whether it is a valid UTF-8 encoding (i.e. it translates to a sequence of valid UTF-8 encoded characters). A character in UTF8 can be from 1 to 4 bytes long, subjected to the following rules: This is how the UTF-8 encoding would work: x denotes a bit in the binary form of a byte that may be either 0 or 1. Note: The input is an array of integers. Only the least significant 8 bits of each integer is used to store the data. This means each integer represents only 1 byte of data. ","Array,Bit Manipulation","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjE5",Medium,39.2,171170,67031,,365,1508,"All you have to do is follow the rules. For a given integer, obtain its binary representation in the string form and work with the rules given in the problem. An integer can either represent the start of a UTF-8 character, or a part of an existing UTF-8 character. There are two separate rules for these two scenarios in the problem. If an integer is a part of an existing UTF-8 character, simply check the 2 most significant bits of in the binary representation string. They should be 10. If the integer represents the start of a UTF-8 character, then the first few bits would be 1 followed by a 0. The number of initial bits (most significant) bits determines the length of the UTF-8 character. 


Note: The array can contain multiple valid UTF-8 characters. String manipulation will work fine here. But, it is too slow. Can we instead use bit manipulation to do the validations instead of string manipulations? We can use bit masking to check how many initial bits are set for a given number. We only need to work with the 8 least significant bits as mentioned in the problem.

mask = 1 << 7
while mask & num:
    n_bytes += 1
    mask = mask >> 1


Can you use bit-masking to perform the second validation as well i.e. checking if the most significant bit is 1 and the second most significant bit a 0? To check if the most significant bit is a 1 and the second most significant bit is a 0, we can make use of the following two masks.


mask1 = 1 << 7
mask2 = 1 << 6

if not (num & mask1 and not (num & mask2)):
    return False",,
Decode String,decode-string,394,"Given an encoded string, return its decoded string. The encoding rule is: k[encoded_string], where the encoded_string inside the square brackets is being repeated exactly k times. Note that k is guaranteed to be a positive integer. You may assume that the input string is always valid; there are no extra white spaces, square brackets are well-formed, etc. Furthermore, you may assume that the original data does not contain any digits and that digits are only for those repeat numbers, k. For example, there will not be input like 3a or 2[4]. ","String,Stack,Recursion","VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjE1,VG9waWNUYWdOb2RlOjMx",Medium,56.2,852371,479436,,7950,340,,"471,726,1076","Encode String with Shortest Length,Number of Atoms,Brace Expansion"
Longest Substring with At Least K Repeating Characters,longest-substring-with-at-least-k-repeating-characters,395,"Given a string s and an integer k, return the length of the longest substring of s such that the frequency of each character in this substring is greater than or equal to k. ","Hash Table,String,Divide and Conquer,Sliding Window","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjEw,VG9waWNUYWdOb2RlOjEy,VG9waWNUYWdOb2RlOjU1ODIx",Medium,44.5,345377,153849,,3853,321,,"2140,2209","Longest Subsequence Repeated k Times,Number of Equal Count Substrings"
Rotate Function,rotate-function,396,"You are given an integer array nums of length n. Assume arrk to be an array obtained by rotating nums by k positions clock-wise. We define the rotation function F on nums as follow: Return the maximum value of F(0), F(1), ..., F(n-1). The test cases are generated so that the answer fits in a 32-bit integer. ","Array,Math,Dynamic Programming","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEz",Medium,39.2,154081,60330,,817,208,,,
Integer Replacement,integer-replacement,397,"Given a positive integer n, you can apply one of the following operations: Return the minimum number of operations needed for n to become 1. ","Dynamic Programming,Greedy,Bit Manipulation,Memoization","VG9waWNUYWdOb2RlOjEz,VG9waWNUYWdOb2RlOjE3,VG9waWNUYWdOb2RlOjE5,VG9waWNUYWdOb2RlOjMz",Medium,34.7,232928,80756,,811,421,,,
Random Pick Index,random-pick-index,398,"Given an integer array nums with possible duplicates, randomly output the index of a given target number. You can assume that the given target number must exist in the array. Implement the Solution class: ","Hash Table,Math,Reservoir Sampling,Randomized","VG9waWNUYWdOb2RlOjY=,VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjM2,VG9waWNUYWdOb2RlOjYxMDc1",Medium,63.6,262892,167330,,955,1028,,"382,894,912","Linked List Random Node,Random Pick with Blacklist,Random Pick with Weight"
Evaluate Division,evaluate-division,399,"You are given an array of variable pairs equations and an array of real numbers values, where equations[i] = [Ai, Bi] and values[i] represent the equation Ai / Bi = values[i]. Each Ai or Bi is a string that represents a single variable. You are also given some queries, where queries[j] = [Cj, Dj] represents the jth query where you must find the answer for Cj / Dj = ?. Return the answers to all queries. If a single answer cannot be determined, return -1.0. Note: The input is always valid. You may assume that evaluating the queries will not result in division by zero and that there is no contradiction. ","Array,Depth-First Search,Breadth-First Search,Union Find,Graph,Shortest Path","VG9waWNUYWdOb2RlOjU=,VG9waWNUYWdOb2RlOjIx,VG9waWNUYWdOb2RlOjIy,VG9waWNUYWdOb2RlOjIz,VG9waWNUYWdOb2RlOjI0,VG9waWNUYWdOb2RlOjYxMDc2",Medium,57.1,432353,246732,,4916,419,Do you recognize this as a graph problem?,,
Nth Digit,nth-digit,400,"Given an integer n, return the nth digit of the infinite integer sequence [1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, ...]. ","Math,Binary Search","VG9waWNUYWdOb2RlOjg=,VG9waWNUYWdOb2RlOjEx",Medium,33.5,223742,74920,,656,1499,,,
